id,amount,customer_id,isUnauthorizedOverdraft,nameDest,nameOrig,newBalanceDest,newBalanceOrig,oldBalanceDest,oldBalanceOrig,step,type,diffOrig,diffDest,firstname,lastname,email,address,country,last_country_logged,creation_date,last_activity_date,age_group,is_fraud,countryOrig,countryOrig_name,countryLongOrig_long,countryLatOrig_lat,countryDest,countryDest_name,countryLongDest_long,countryLatDest_lat
af561bcb-f4b4-4d0b-a022-97848835e6fd,252973.64,d622c3fd-0df9-4ca0-bf2f-15e478f3bf00,0,M4960747311,C5634707555,442414.43,3520843.69,442414.43,3267870.05,143,CASH_IN,252973.64000000013,0.0,Julie,Burgess,veronica42@curtis-dennis.com,"823 Guzman Stream Suite 537
Austinborough, VT 30725",BEL,BEL,2024-05-27 09:45:34,2024-09-29 14:22:59,9,False,ITA,Italy,12.8333,42.8333,QAT,Qatar,51.25,25.5
d16cb569-1581-410c-9318-c500575db1f1,142160.71,dbfb85c6-0a9e-4734-9fd3-89794177ba93,0,M6856267894,C1806356903,1446956.89,2985239.72,1446956.89,2843079.01,571,CASH_IN,142160.71000000043,0.0,Dana,Little,alisongarcia@mercado.com,"39799 Brandon Ports Apt. 907
West Shannonfurt, ID 22836",ZAF,ZAF,2024-01-17 09:45:34,2024-09-30 22:58:09,5,False,QAT,Qatar,51.25,25.5,TUR,Turkey,35.0,39.0
a96a2c79-c4ae-4ab6-9f7e-cfbc5227be8c,204429.85,136a4ebc-6e3c-40e5-b4b2-f6446159b236,0,M6910306074,C1734616268,1652998.37,3843925.02,1652998.37,3639495.17,493,CASH_IN,204429.8500000001,0.0,Jessica,Simon,theresasanders@munoz-lucas.com,"238 Lane Passage
Wrightmouth, VT 67404",NIC,NIC,2024-07-26 09:45:34,2024-09-30 04:23:12,2,False,TUR,Turkey,35.0,39.0,FRA,France,2.0,46.0
b054230e-a9d6-4b67-b35f-6c6fad5394d6,172544.3,b41e2d3f-5ea5-4a8b-95a8-32a5ff762625,0,M0320806015,C0823576190,1487379.26,3325933.62,1487379.26,3498477.93,449,CASH_OUT,-172544.31000000006,0.0,Shane,West,nathanestrada@miller-smith.org,"923 Laura Stream Suite 664
Austinhaven, WV 16011",VCT,VCT,2024-07-27 09:45:34,2024-09-30 09:49:42,4,False,KHM,Cambodia,105.0,13.0,PSE,"Palestinian Territory, Occupied",35.25,32.0
9aa5f75a-7812-4a8f-ab8b-feea5b2bca24,400000.0,ae36b0b8-6414-4d3c-8731-0f5f15bb0390,0,M4835691276,CC2586955073,121189.11,0.0,121189.11,400000.0,32,CASH_OUT,-400000.0,0.0,Joshua,Ramirez,walkerdavid@watts-duncan.com,"935 Maxwell Vista
Hayesland, SD 93601",MKD,MKD,2024-09-08 09:45:34,2024-09-29 22:57:52,3,True,FRA,France,2.0,46.0,ESP,Spain,-4.0,40.0
72bd9d8b-ff2e-4992-94ea-b6c5766255a2,2462.16,f049c1ac-4187-440d-8bf5-664d3a5b5d0d,0,M7718926707,C2112990783,1817980.73,7671752.28,1815518.56,7674214.44,530,PAYMENT,-2462.160000000149,2462.169999999925,Steve,Stevens,griffinmelissa@travis.net,"0090 Jennings River
Port Melissabury, KY 53168",ZMB,ZMB,2024-01-23 09:45:34,2024-09-30 22:44:47,2,False,CAN,Canada,-95.0,60.0,ESP,Spain,-4.0,40.0
86442813-8356-494d-9ebe-ccf57f365709,96352.33,6d7b481b-3e9d-42c6-af84-5f19859d7016,0,M3015784541,C3606057759,214114.11,3994962.35,214114.11,4091314.67,44,CASH_OUT,-96352.31999999985,0.0,Jonathan,Scott,everettjonathan@larson.com,"2922 Lucas View Apt. 259
Port Rebeccahaven, DE 69462",DEU,DEU,2022-11-27 09:45:34,2024-09-29 14:27:19,1,False,NGA,Nigeria,8.0,10.0,BRA,Brazil,-55.0,-10.0
2ed03a48-d9ed-4b20-bc38-b6af0cb84c5f,183.38,017f4484-9d58-4241-ae5d-1d620b7707fc,0,M0741202123,C9310307173,512876.37,2868960.29,512693.0,2869143.67,190,PAYMENT,-183.37999999988824,183.3699999999953,Tamara,Stuart,dwolf@burgess-williams.com,"8041 Dorsey Path
Johnsonshire, NV 05753",VCT,VCT,2024-02-14 09:45:34,2024-09-29 15:48:37,8,False,RUS,Russian Federation,100.0,60.0,BRA,Brazil,-55.0,-10.0
52afe56b-33e7-49cd-a58a-5282ef996ea3,174368.67,08ec261a-aee0-4df6-8bf4-399af0167dfd,0,M7048830584,C2985660289,1659479.5,5986732.25,1659479.5,5812363.58,534,CASH_IN,174368.66999999993,0.0,Andrew,Johnson,michaelwilliams@mccullough-fritz.info,"3569 Ortega Creek
Nicholasmouth, OR 73049",ROU,ROU,2023-07-16 09:45:34,2024-09-30 22:08:35,9,False,ITA,Italy,12.8333,42.8333,BRA,Brazil,-55.0,-10.0
7b0c6ceb-9b2e-431d-b3fd-1f6f8fd33d14,61365.61,2df555a0-9d05-47df-a14f-bf2d52a95ae2,0,M3701046154,C8881819911,1339863.43,4029302.02,1339863.43,3967936.41,383,CASH_IN,61365.60999999987,0.0,Kelly,Carter,thomaschristopher@newman.com,"1382 Hernandez Station Suite 556
Richardsonview, PA 28025",KNA,KNA,2023-08-07 09:45:34,2024-09-29 17:56:08,4,False,RUS,Russian Federation,100.0,60.0,QAT,Qatar,51.25,25.5
501ded95-1488-496d-8a66-14e5fb9cdb91,143510.06,53eaf346-e00f-4629-8255-3bcedbd45240,0,M1155101070,C9940525527,724467.08,2479788.27,724467.08,2623298.34,267,CASH_OUT,-143510.06999999983,0.0,Joseph,Adams,leekathleen@roberts.com,"4191 Tyler Freeway
West Adrian, NM 51750",NAM,NAM,2023-12-11 09:45:34,2024-09-29 16:20:15,3,False,PAN,Panama,-80.0,9.0,NGA,Nigeria,8.0,10.0
9b8a90a0-82cd-4d43-b54f-5098f1cee2c0,132350.67,846cebc7-869e-4d10-b9cc-7f212b4e8843,0,M2419328837,C9717802705,1792505.47,3323205.46,1792505.47,3190854.8,551,CASH_IN,132350.66000000015,0.0,Michael,Cox,calvin76@newman.com,"782 Anthony Glen
South Mark, AL 05181",CAN,CAN,2023-12-12 09:45:34,2024-09-30 21:18:50,6,False,ESP,Spain,-4.0,40.0,ESP,Spain,-4.0,40.0
73d9c59d-340e-4902-8184-aa3645bcaeb3,63327.82,e7d9ea56-6810-41b6-9188-8ba1357c22a7,0,M6482846973,C9412957993,1268098.27,541082.16,1204770.45,604409.99,472,PAYMENT,-63327.82999999996,63327.82000000007,Jennifer,Sharp,katherine26@gibson-harris.net,"USNS Jordan
FPO AP 22488",DZA,DZA,2024-03-21 09:45:34,2024-09-30 21:55:55,3,False,ITA,Italy,12.8333,42.8333,RUS,Russian Federation,100.0,60.0
e246ad30-e44e-4aa4-aa45-e7eeaee6e363,10959.37,caa5e55e-ae42-47f4-b609-340f3688687a,0,M8593253633,C4467304075,746518.33,1110373.68,735558.95,1121333.05,239,PAYMENT,-10959.370000000112,10959.380000000005,Kristen,Mueller,ybraun@warren.com,"516 Samantha Hollow Suite 225
New Christinaburgh, SD 24193",TTO,TTO,2023-12-29 09:45:34,2024-09-30 01:57:30,4,False,TUR,Turkey,35.0,39.0,REU,Réunion,55.6,-21.1
daddd8db-1358-4cd4-8649-7a487a44d7c7,204507.0,2005bcc8-d1e7-4a87-9881-bf0adbf15ea1,0,C8328126749,C6567208705,3710059.97,3768344.04,3505552.97,3972851.03,136,TRANSFER,-204506.98999999976,204507.0,Walter,Mason,mark03@montoya.com,"496 Simmons Track
Port Jose, NE 10200",KHM,KHM,2023-03-15 09:45:34,2024-09-30 11:05:28,8,False,RUS,Russian Federation,100.0,60.0,QAT,Qatar,51.25,25.5
b812bf8b-c4cf-4a19-b8c3-9db5b1f7d941,183544.2,5975b0b8-5628-48a4-869b-4c4ad21ff5a1,0,M0921416743,C1550455323,614065.66,3316555.69,614065.66,3133011.49,229,CASH_IN,183544.1999999997,0.0,Nicole,Khan,roy83@scott-weber.com,"966 Sheila Island
South Albert, TX 31915",MDG,MDG,2023-11-28 09:45:34,2024-09-30 00:19:09,10,False,PSE,"Palestinian Territory, Occupied",35.25,32.0,CAN,Canada,-95.0,60.0
2188bc1d-e526-4c2e-9ff3-cafeb8cccfdb,8820.56,8b3a039f-30dc-4cbe-8c6f-d69fff0c7064,0,M5667830033,C4497441065,466104.53,1670861.2,457283.97,1679681.76,185,PAYMENT,-8820.560000000056,8820.560000000056,William,Wagner,leon95@williams-garcia.com,"00618 Hardin View
Lake Sarahhaven, VA 43037",CZE,CZE,2024-02-28 09:45:34,2024-09-30 11:58:05,4,False,REU,Réunion,55.6,-21.1,KHM,Cambodia,105.0,13.0
b04f5613-9946-4f4d-9e96-db237095b3e6,400000.0,212ea0dd-f627-4750-ba2d-c680241e106b,0,C2410556364,C7775581608,4101352.63,6460786.99,3701352.63,6860786.99,209,TRANSFER,-400000.0,400000.0,Brian,Brown,yudanny@garcia-ramirez.com,"578 Evan Pines Suite 188
Jonathanfort, AS 43001",COL,COL,2023-06-17 09:45:34,2024-09-30 10:29:51,7,False,FRA,France,2.0,46.0,NGA,Nigeria,8.0,10.0
07788165-0b16-495d-bef3-c6db6519dfe7,13125.78,be4f87c6-ef2b-4fac-a9de-4f52a3c9bcc8,0,M4167149068,C3982704513,281563.9,4437270.25,268438.12,4450396.02,45,PAYMENT,-13125.769999999551,13125.780000000028,Gregory,Thompson,matthewthomas@johnson-young.com,"724 Mejia Field Apt. 977
North Donnahaven, GU 41636",KHM,KHM,2024-09-01 09:45:34,2024-09-29 10:07:45,8,False,RUS,Russian Federation,100.0,60.0,PSE,"Palestinian Territory, Occupied",35.25,32.0
600959c2-a6d6-4328-89f6-7a571ef2e219,68190.44,13ee3323-8b64-4758-9088-3e19f0fcc028,0,M5655408963,C2439859913,843196.83,1647277.72,843196.83,1579087.28,284,CASH_IN,68190.43999999994,0.0,Kristen,Mueller,ybraun@warren.com,"516 Samantha Hollow Suite 225
New Christinaburgh, SD 24193",TTO,TTO,2024-06-26 09:45:34,2024-09-30 01:57:30,9,False,PER,Peru,-76.0,-10.0,CAN,Canada,-95.0,60.0
4c33ba34-dc42-4d8b-9b2e-d4cd0e35a248,122872.76,924b1529-60e2-4b64-a26c-db791fb231e2,0,CC8735953371,C9242726801,122872.76,2673928.55,0.0,2796801.31,582,TRANSFER,-122872.76000000024,122872.76,Jessica,Oconnor,wsimmons@gibbs.biz,"366 Allen Ville
Wendystad, AS 91863",NGA,NGA,2023-10-13 09:45:34,2024-09-30 22:17:29,4,False,NGA,Nigeria,8.0,10.0,QAT,Qatar,51.25,25.5
6fb53747-afb5-49e7-9165-0ad628a082f6,18527.27,a239b1c8-1b31-44ac-b12a-d5f44845ff53,0,M4410762862,C8621987743,752421.81,1302699.06,733894.54,1321226.33,229,PAYMENT,-18527.27000000002,18527.27000000002,Natasha,Suarez,amymoore@osborne.com,"861 Adams River Apt. 786
Noblebury, MA 92395",SDN,SDN,2022-11-17 09:45:34,2024-09-29 23:44:11,2,False,PAN,Panama,-80.0,9.0,CAN,Canada,-95.0,60.0
5bd6a905-5c8b-4931-86ad-db6141b96889,69774.57,a740d0d4-3dc1-4422-babe-504b5a80ca39,0,M6525296028,C3209033346,1204834.12,2017094.15,1204834.12,2086868.72,355,CASH_OUT,-69774.57000000007,0.0,James,Gonzalez,reynoldsadam@cisneros-gordon.net,"79226 Jenkins Field
South Darlene, VI 16786",DNK,DNK,2024-06-01 09:45:34,2024-09-30 01:11:33,5,False,TUR,Turkey,35.0,39.0,PSE,"Palestinian Territory, Occupied",35.25,32.0
0a0ff929-849d-4f53-a1be-4f8ce03abd64,66502.9,2ac78dcf-3c7b-4be7-aab7-7070d3637c02,0,M0382138230,C9297882866,1234982.03,3615428.96,1234982.03,3548926.06,373,CASH_IN,66502.8999999999,0.0,Kenneth,Phillips,woodardleon@myers.com,"112 Harrison Hill Apt. 975
North Caroline, NV 78078",NPL,NPL,2023-03-19 09:45:34,2024-09-30 03:13:20,1,False,QAT,Qatar,51.25,25.5,PER,Peru,-76.0,-10.0
810edd53-daec-4583-a799-d15771e4383f,109021.03,05250e91-5ff4-4682-b1bc-f38dd6143e23,0,M0354424999,C7120765989,969348.62,1821840.0,969348.62,1712818.98,237,CASH_IN,109021.02000000002,0.0,Nathaniel,Brooks,anthonyross@wright-huffman.com,"035 Jon Light
New Victor, MN 77425",MNG,MNG,2024-02-18 09:45:34,2024-09-30 20:55:10,3,False,BRA,Brazil,-55.0,-10.0,FRA,France,2.0,46.0
c916e456-f7ed-4be3-9a59-76f3f06cb9bf,20109.38,49c27599-090e-4891-9287-af3b69e657cc,0,M2570658536,C7820976493,1131653.27,3614550.82,1111543.89,3634660.2,373,PAYMENT,-20109.38000000036,20109.38000000012,Stephanie,Ashley,wking@horton-schmidt.com,"6327 John Dam
Hubbardhaven, NH 64625",SMR,SMR,2024-09-02 09:45:34,2024-09-29 10:20:04,7,False,PSE,"Palestinian Territory, Occupied",35.25,32.0,REU,Réunion,55.6,-21.1
42c2d7f6-7d2f-4da8-998c-dd8dc440c5b5,400000.0,87284e9d-f44f-4b20-8b1c-379b1527f2da,0,CC0336009177,C7747902804,1200000.0,2221290.96,800000.0,2621290.96,265,TRANSFER,-400000.0,400000.0,Jessica,Barber,thomasjenkins@wilson-king.net,"963 Barton Radial Suite 184
Nielsenhaven, PW 45298",SYR,SYR,2024-01-09 09:45:34,2024-09-30 23:54:31,10,False,NGA,Nigeria,8.0,10.0,ITA,Italy,12.8333,42.8333
c77d9c14-95d0-4177-938d-333d4a64bf9f,165361.7,5e6b8447-24b5-4f95-a8a4-b56ffc3153bc,0,M5995699176,C0949481931,511603.5,3582424.66,511603.5,3417062.97,212,CASH_IN,165361.68999999994,0.0,Megan,Kirby,jonathan33@newman.com,"69046 Scott Courts
Johnsonmouth, IN 05412",CAN,CAN,2024-02-29 09:45:34,2024-09-29 20:23:36,3,False,BRA,Brazil,-55.0,-10.0,PSE,"Palestinian Territory, Occupied",35.25,32.0
c2cb575b-7c41-4083-ab0d-73358dda41c8,13304.05,c980d906-5b27-4b32-96bf-f07a4c23f51d,0,M3976019780,C4398383096,153802.44,3661987.19,140498.4,3675291.23,45,PAYMENT,-13304.040000000035,13304.040000000008,Mary,Conley,adrian76@villegas.com,"USS Baxter
FPO AA 48780",NZL,NZL,2023-10-12 09:45:34,2024-09-29 23:16:08,5,False,ITA,Italy,12.8333,42.8333,TUR,Turkey,35.0,39.0
67407cfc-e2b4-4d8e-bbb7-25d6e4e7fb14,9964.55,c64cc8e3-c487-4431-83c1-7ed051199a6f,0,M3013739298,C2953164982,593164.33,143708.2,583199.77,153672.76,185,PAYMENT,-9964.559999999998,9964.55999999994,Julie,Burgess,veronica42@curtis-dennis.com,"823 Guzman Stream Suite 537
Austinborough, VT 30725",BEL,BEL,2023-06-02 09:45:34,2024-09-29 14:22:59,4,False,ESP,Spain,-4.0,40.0,REU,Réunion,55.6,-21.1
a2c74b86-0e2d-429f-b058-cf7831339689,5520.3,44ca3886-1287-412b-a972-ac9524cba06b,0,M8377282664,C7368856249,1701874.02,4121376.11,1696353.72,4126896.42,596,PAYMENT,-5520.310000000056,5520.300000000047,Richard,Russell,jeffrey28@mcintosh-lopez.com,"46125 Shelly River Suite 761
Ochoatown, OR 36547",GMB,GMB,2024-07-09 09:45:34,2024-09-30 23:05:31,8,False,TUR,Turkey,35.0,39.0,NGA,Nigeria,8.0,10.0
cabbe44b-2273-44e8-9838-4266300a46cb,214349.19,6d313823-3a15-4353-86a1-97a4283e35f8,0,M0930459416,C9433122574,565572.52,2811804.85,565572.52,3026154.04,241,CASH_OUT,-214349.19,0.0,Jennifer,Dawson,melissaperez@dunn.com,"40542 Kevin Creek
Lake Michaelberg, VT 84440",MDG,MDG,2024-08-19 09:45:34,2024-09-29 12:01:11,9,False,ESP,Spain,-4.0,40.0,TUR,Turkey,35.0,39.0
c8ea7762-837e-46a2-bc45-0319afef95db,6417.53,d199ae62-5c5f-441f-b816-0116c51c558e,0,M1882102270,C3867876064,603387.49,5151948.97,596969.96,5158366.5,234,PAYMENT,-6417.530000000261,6417.530000000028,Kimberly,Norman,rmiller@walker.com,"PSC 5983, Box 8461
APO AE 84848",GMB,GMB,2024-07-24 09:45:34,2024-09-30 05:05:32,3,False,CAN,Canada,-95.0,60.0,PSE,"Palestinian Territory, Occupied",35.25,32.0
e486048a-193c-45db-8a2a-55e9eeb66e4c,3933.22,06715c1c-3795-4133-b794-8dcebba75289,0,M5036435097,C6976241220,35760.85,3877513.68,31827.63,3881446.89,18,PAYMENT,-3933.2099999999614,3933.2199999999975,Vincent,Mason,suzanne11@richardson.com,"132 Ryan Spurs
West Adam, FL 29481",FRA,FRA,2023-05-31 09:45:34,2024-09-30 20:05:53,3,False,FRA,France,2.0,46.0,NGA,Nigeria,8.0,10.0
f29ceae3-9697-4387-8c0d-f933a7588dee,133293.46,1a536b34-7487-4a9c-82a6-0225e968f700,0,M8202019188,C5468207992,1443667.32,3844144.43,1443667.32,3710850.97,445,CASH_IN,133293.45999999996,0.0,Shane,West,sharon20@thompson.info,"1465 Kimberly Grove Suite 671
Stevensontown, PW 80533",MDG,MDG,2024-04-21 09:45:34,2024-09-30 08:18:01,1,False,CAN,Canada,-95.0,60.0,ITA,Italy,12.8333,42.8333
332aebb7-b273-4b70-9e02-08deb2a47788,400000.0,6d053cee-dc03-45c6-8803-affa09a4e59d,0,CC6902451800,CC7850883070,400000.0,956487.02,0.0,1356487.02,445,TRANSFER,-400000.0,400000.0,Mary,Copeland,hsolis@rosario-lee.com,"Unit 8842 Box 2636
DPO AE 72358",JOR,JOR,2023-09-18 09:45:34,2024-09-30 06:55:50,7,True,PSE,"Palestinian Territory, Occupied",35.25,32.0,ESP,Spain,-4.0,40.0
8aca12ed-f0ac-46e3-a46b-a947707239f4,1986.09,2a7227cd-7e15-48a1-be45-a84ec8adc62e,0,M2629191995,C8555079118,1123495.1,2982283.87,1121509.01,2984269.95,350,PAYMENT,-1986.0800000000745,1986.090000000084,Kelly,Carter,garciaandrew@koch.net,"014 Angela Loaf Suite 208
East Laura, AZ 71008",HRV,HRV,2022-12-02 09:45:34,2024-09-29 17:15:02,1,False,RUS,Russian Federation,100.0,60.0,BRA,Brazil,-55.0,-10.0
e6f8984b-d881-4131-8e4d-080aea96f3b8,20064.98,e8bfe5db-2819-4a09-97f0-622db73b521c,0,M2931158070,C7138932486,1357952.25,1303052.23,1357952.25,1282987.25,495,CASH_IN,20064.97999999998,0.0,Kelsey,Wise,pauljames@knight.info,"2039 Pineda Locks Apt. 147
Port Heather, SC 17491",LUX,LUX,2023-02-22 09:45:34,2024-09-30 14:48:30,4,False,FRA,France,2.0,46.0,TUR,Turkey,35.0,39.0
30144600-be42-4075-8c3e-a0d8687e4011,2801.25,0811e89a-3bf0-4c44-b062-46ee5345053f,0,B9990785662,C1107566447,0.0,3971228.85,0.0,3974030.09,408,DEBIT,-2801.239999999758,0.0,Michael,Diaz,kenneth63@baker.net,"USS Ramsey
FPO AP 60861",PHL,PHL,2023-05-03 09:45:34,2024-09-30 19:35:31,7,False,REU,Réunion,55.6,-21.1,CAN,Canada,-95.0,60.0
942ace73-d8c1-4031-a9d9-223105bccbed,70888.86,cfb12836-47dc-4080-abd9-13d63ff2210b,0,M6033365615,C0554757006,251552.98,4024735.0,251552.98,4095623.86,138,CASH_OUT,-70888.85999999987,0.0,Kara,Curry,foxjustin@bradford-alvarez.net,"643 Bell Gateway
Deborahfort, MO 81358",ZAF,ZAF,2022-12-15 09:45:34,2024-09-30 13:29:15,4,False,PER,Peru,-76.0,-10.0,RUS,Russian Federation,100.0,60.0
621462e0-c412-4ea2-9574-7ed8d266ed69,29328.22,9d9367c3-be27-4ed1-b907-5886b888742e,0,M9706982222,C6838109510,86732.33,2175399.12,86732.33,2204727.34,20,CASH_OUT,-29328.21999999974,0.0,Melissa,Rosales,roselawrence@miles-henderson.net,"24296 Santos Road Suite 849
South Andreton, GA 92685",NRU,NRU,2024-04-08 09:45:34,2024-09-30 04:18:18,9,False,PAN,Panama,-80.0,9.0,KHM,Cambodia,105.0,13.0
0fc155d6-4046-4f88-a651-442fd07ac751,400000.0,dc56ee93-8ed7-4111-815c-e64cfab1a0fc,0,CC4659309066,CC4835274910,400000.0,400000.0,0.0,800000.0,319,TRANSFER,-400000.0,400000.0,Lisa,Cabrera,robin73@maldonado-nguyen.com,"90868 Stephen Estates
East Phillip, VT 48955",IRN,IRN,2023-03-30 09:45:34,2024-09-30 23:26:29,7,True,NGA,Nigeria,8.0,10.0,PSE,"Palestinian Territory, Occupied",35.25,32.0
7ca49f95-8d55-47f4-a11c-32d11518ebd5,198445.06,7df81261-a776-47c0-a714-d23506238bdd,0,M9391487082,C0668064307,447295.86,2438777.97,447295.86,2637223.02,163,CASH_OUT,-198445.0499999998,0.0,Suzanne,Nixon,benitezkatherine@avila.biz,"66602 Webb Land
Lynnberg, UT 76294",AND,AND,2023-12-09 09:45:34,2024-09-30 11:59:36,0,False,PER,Peru,-76.0,-10.0,RUS,Russian Federation,100.0,60.0
d4f2e7a9-18bd-4898-941c-571022ad7c82,237803.76,3297e0d3-6c7e-44ac-aad9-55c0432575aa,0,M6933830783,C7382316013,706396.4,2498667.03,706396.4,2260863.28,261,CASH_IN,237803.75,0.0,Kathryn,Hines,ruizkristina@hogan.net,"54567 Victoria Mount Apt. 537
South Micheletown, MN 14969",SLE,SLE,2023-11-18 09:45:34,2024-09-30 10:59:39,7,False,FRA,France,2.0,46.0,RUS,Russian Federation,100.0,60.0
4f5b7606-8d1f-40ce-8a2f-85adcd900bdf,7648.28,7f873ae7-e668-437b-983e-7117905ba0ef,0,M6945063148,C0921072978,708037.6,4642468.35,700389.31,4650116.63,252,PAYMENT,-7648.280000000261,7648.289999999921,Debra,Banks,mcdonaldbradley@perry.info,"3599 Thomas Cove Apt. 042
Wilsonton, GA 95423",MRT,MRT,2023-04-13 09:45:34,2024-09-30 07:26:21,9,False,FRA,France,2.0,46.0,ESP,Spain,-4.0,40.0
e9c82616-3449-4391-a42f-607dfdb37333,121415.09,5b361c21-8adf-438e-be05-8c7279df48dd,0,M7960606394,C8296961783,1203516.78,323839.72,1203516.78,202424.63,360,CASH_IN,121415.08999999995,0.0,William,Dixon,kevin44@harrell.com,"Unit 2636 Box 0819
DPO AA 96600",ALB,ALB,2023-04-24 09:45:34,2024-09-30 03:02:50,7,False,ESP,Spain,-4.0,40.0,FRA,France,2.0,46.0
